timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 05:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,,,,0.0,,BACA.U
2022-02-17 05:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,,,,0.0,,BACA.U
2022-02-18 05:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,,,,0.0,,BACA.U
2022-02-22 05:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,,,,0.0,,BACA.U
2022-02-23 05:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,,,,0.0,,BACA.U
2022-02-24 05:00:00+00:00,9.85,9.8501,9.79,9.85,19399,42,9.834995,-0.001014198782961384,,,6.426748658330232,,BACA.U
2022-02-25 05:00:00+00:00,9.8,9.81,9.8,9.81,1000,10,9.807,-0.0050709939148071426,,,0.3312927809851143,,BACA.U
2022-02-28 05:00:00+00:00,9.9099,9.9099,9.88,9.89,4822,39,9.88819,0.0030425963488844854,,,1.597493789910221,,BACA.U
2022-03-01 05:00:00+00:00,9.89,9.89,9.89,9.89,321,13,9.892928,0.0030425963488844854,,,0.10634498269622168,,BACA.U
2022-03-02 05:00:00+00:00,9.92,9.92,9.89,9.89,1178,9,9.900764,0.0030425963488844854,,,0.3902628960004646,,BACA.U
2022-03-03 05:00:00+00:00,9.88,9.8809,9.88,9.8809,740,3,9.881662,0.0031370558375636293,,,0.24515665792898456,,BACA.U
2022-03-04 05:00:00+00:00,9.88,9.88,9.85,9.85,669,11,9.869641,0.004077471967380175,,,0.22163487047904146,,BACA.U
2022-03-07 05:00:00+00:00,9.85,9.872,9.85,9.853,9025,52,9.852233,-0.00374115267947428,,,2.989917348390656,,BACA.U
2022-03-08 05:00:00+00:00,9.85,9.8501,9.85,9.8501,1650,13,9.850625,-0.00403437815975749,,,0.5466330886254386,,BACA.U
2022-03-09 05:00:00+00:00,9.8501,9.8501,9.8501,9.8501,0,0,0.0,-0.00403437815975749,,,0.0,47.185901080159184,BACA.U
2022-03-10 05:00:00+00:00,9.8501,9.8501,9.8501,9.8501,0,0,0.0,-0.0031171249582528926,,,0.0,47.18590108015919,BACA.U
2022-03-11 05:00:00+00:00,9.87,9.87,9.86,9.86,323,4,9.865449,0.0010152284263960087,,,0.10700756825819191,50.42204152522303,BACA.U
2022-03-14 04:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,0.0007104435197402559,,,0.0,50.42204152522303,BACA.U
2022-03-15 04:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,0.0010050659384168714,,,0.0,50.422041525223015,BACA.U
2022-03-16 04:00:00+00:00,9.86,9.86,9.86,9.86,0,0,0.0,0.0010050659384168714,,,0.0,50.42204152522303,BACA.U
2022-03-17 04:00:00+00:00,9.85,9.85,9.85,9.85,777,3,9.85,-1.0152181196154686e-05,-0.001014198782961384,,0.2574144908254338,46.547029979415946,BACA.U
2022-03-18 04:00:00+00:00,9.85,9.85,9.85,9.85,274,3,9.85,-0.001014198782961384,-0.001014198782961384,,0.09077422198992131,46.547029979415946,BACA.U
2022-03-21 04:00:00+00:00,9.85,10.0,9.85,10.0,1419,12,9.966478,0.014198782961460488,0.014198782961460488,,0.47010445621787716,77.12697817287298,BACA.U
2022-03-22 04:00:00+00:00,10.0,10.0,10.0,10.0,0,0,0.0,0.014198782961460488,0.014198782961460488,,0.0,77.12697817287297,BACA.U
2022-03-23 04:00:00+00:00,9.95,9.95,9.8,9.8,8393,18,9.81008,-0.006085192697768638,-0.006085192697768638,,2.780540310808064,40.92369988090081,BACA.U
2022-03-24 04:00:00+00:00,9.8,9.8,9.8,9.8,0,0,0.0,-0.0050761421319796,-0.0050761421319796,,0.0,40.92369988090082,BACA.U
2022-03-25 04:00:00+00:00,9.82,9.82,9.81,9.81,432,2,9.81463,-0.004060913705583702,0.0,,0.14311848138556937,42.4891201948215,BACA.U
2022-03-28 04:00:00+00:00,9.81,9.81,9.81,9.81,0,0,0.0,-0.018999999999999906,-0.008088978766430777,,0.0,42.4891201948215,BACA.U
2022-03-29 04:00:00+00:00,9.8201,9.87,9.8201,9.87,1401,4,9.834341,-0.013000000000000123,-0.002022244691607833,,0.4641411861601451,51.442632380957576,BACA.U
2022-03-30 04:00:00+00:00,9.87,9.87,9.87,9.87,0,0,0.0,0.0071428571428568954,-0.002022244691607833,,0.0,51.442632380957576,BACA.U
2022-03-31 04:00:00+00:00,9.8779,9.8779,9.8779,9.8779,1100,1,9.8779,0.007948979591836602,-0.00030361606736228897,,0.3644220590836257,52.57019321108062,BACA.U
2022-04-01 04:00:00+00:00,9.85,9.85,9.835,9.85,5500,8,9.849727,0.004077471967380175,0.0,,1.8221102954181285,48.30409733078235,BACA.U
2022-04-04 04:00:00+00:00,9.85,9.85,9.85,9.85,0,0,0.0,0.004077471967380175,-0.00030447579417436366,,0.0,48.30409733078235,BACA.U
2022-04-05 04:00:00+00:00,9.9,9.9,9.9,9.9,600,1,9.9,0.003039513677811634,0.005065938416868976,,0.19877566859106857,55.765012696948155,BACA.U
2022-04-06 04:00:00+00:00,9.8548,9.8548,9.8548,9.8548,500,1,9.8548,-0.0015400202634244797,0.00047715251621816,,0.16564639049255714,48.895055269732204,BACA.U
2022-04-07 04:00:00+00:00,9.8101,9.875,9.8101,9.875,1292,5,9.859745,-0.000293584668806135,0.0025278931178365216,,0.42803027303276764,51.755525539130765,BACA.U
2022-04-08 04:00:00+00:00,9.83,9.86,9.8,9.81,10464,32,9.81551,-0.004060913705583702,-0.0050709939148071426,,3.4666476602282357,43.347642383563645,BACA.U
2022-04-11 04:00:00+00:00,9.81,9.81,9.81,9.81,0,0,0.0,-0.004060913705583702,-0.0050709939148071426,,0.0,43.347642383563645,BACA.U
