Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 00:00:00-05:00,4.599999904632568,4.610000133514404,4.400000095367432,4.53000020980835,392200,0,0,,,,0.6758811039175266,,RBBN
2022-02-17 00:00:00-05:00,3.859999895095825,3.9200000762939453,3.380000114440918,3.5,4221200,0,0,,,,7.274424568731931,,RBBN
2022-02-18 00:00:00-05:00,3.5899999141693115,3.619999885559082,3.450000047683716,3.490000009536743,700200,0,0,,,,1.2066597372846817,,RBBN
2022-02-22 00:00:00-05:00,3.430000066757202,3.4700000286102295,3.319999933242798,3.369999885559082,1005000,0,0,,,,1.731923787448022,,RBBN
2022-02-23 00:00:00-05:00,3.4600000381469727,3.490000009536743,3.190000057220459,3.200000047683716,392600,0,0,,,,0.6765704268180034,,RBBN
2022-02-24 00:00:00-05:00,3.0799999237060547,3.200000047683716,2.9800000190734863,3.190000057220459,863200,0,0,-0.2958057594978747,,,1.4875588192289877,,RBBN
2022-02-25 00:00:00-05:00,3.200000047683716,3.240000009536743,3.1600000858306885,3.1600000858306885,648600,0,0,-0.09714283261980328,,,1.1177370831231712,,RBBN
2022-02-28 00:00:00-05:00,3.0999999046325684,3.140000104904175,3.009999990463257,3.0399999618530273,962200,0,0,-0.12893984139084513,,,1.6581662370970018,,RBBN
2022-03-01 00:00:00-05:00,3.0,3.009999990463257,2.890000104904175,2.9000000953674316,645100,0,0,-0.13946581784933132,,,1.111705507743999,,RBBN
2022-03-02 00:00:00-05:00,2.9200000762939453,3.009999990463257,2.9200000762939453,2.9700000286102295,527000,0,0,-0.07187500488944343,,,0.9081829213782165,,RBBN
2022-03-03 00:00:00-05:00,3.0,3.0,2.880000114440918,2.890000104904175,513000,0,0,-0.09404387051255514,,,0.8840566198615277,,RBBN
2022-03-04 00:00:00-05:00,2.8499999046325684,2.940000057220459,2.8299999237060547,2.859999895095825,519200,0,0,-0.09493676664125794,,,0.8947411248189184,,RBBN
2022-03-07 00:00:00-05:00,2.880000114440918,2.9700000286102295,2.869999885559082,2.9200000762939453,641500,0,0,-0.039473647060816464,,,1.1055016016397077,,RBBN
2022-03-08 00:00:00-05:00,2.930000066757202,3.009999990463257,2.859999895095825,2.869999885559082,920800,0,0,-0.010344899593718315,,,1.5868213168976504,,RBBN
2022-03-09 00:00:00-05:00,2.930000066757202,3.0299999713897705,2.9100000858306885,2.9200000762939453,654500,0,0,-0.016835000617720808,,,1.1279045959052043,9.137067878591013,RBBN
2022-03-10 00:00:00-05:00,2.8499999046325684,2.9800000190734863,2.8499999046325684,2.9600000381469727,759400,0,0,0.024221429308605158,,,1.3086795265552518,11.081400155936812,RBBN
2022-03-11 00:00:00-05:00,3.0,3.0199999809265137,2.930000066757202,2.930000066757202,881400,0,0,0.024475585394744037,,,1.5189230112006833,10.893129620898133,RBBN
2022-03-14 00:00:00-04:00,3.0,3.0199999809265137,2.740000009536743,2.809999942779541,1367900,0,0,-0.03767127761654587,,,2.357311988905621,10.150263466792623,RBBN
2022-03-15 00:00:00-04:00,2.8299999237060547,3.009999990463257,2.8299999237060547,2.990000009536743,712100,0,0,0.041811891554931035,,,1.2271670935738672,19.06613562091486,RBBN
2022-03-16 00:00:00-04:00,3.0899999141693115,3.440000057220459,3.059999942779541,3.430000066757202,1016100,0,0,0.17465752641710441,,,1.7510524979362538,35.829071931329466,RBBN
2022-03-17 00:00:00-04:00,3.390000104904175,3.509999990463257,3.3499999046325684,3.380000114440918,474600,0,0,0.14189191583824257,-0.25386314395249987,,0.8178816214157525,34.94337287744651,RBBN
2022-03-18 00:00:00-04:00,3.440000057220459,3.4600000381469727,3.2200000286102295,3.3499999046325684,2653100,0,0,0.14334465129900287,-0.04285717010498047,,4.572106468137659,34.39399317750716,RBBN
2022-03-21 00:00:00-04:00,3.309999942779541,3.4000000953674316,3.2200000286102295,3.2799999713897705,465200,0,0,0.16725980006438146,-0.06017193053671299,,0.8016825332545471,33.08685560392551,RBBN
2022-03-22 00:00:00-04:00,3.3299999237060547,3.3399999141693115,3.2300000190734863,3.319999933242798,345000,0,0,0.11036786710819557,-0.014836781606593186,,0.5945410016612613,34.61602862860848,RBBN
2022-03-23 00:00:00-04:00,3.2899999618530273,3.2899999618530273,3.180000066757202,3.190000057220459,301500,0,0,-0.06997084689961663,-0.003124996973201677,,0.5195771362344066,32.05229792475316,RBBN
2022-03-24 00:00:00-04:00,3.190000057220459,3.2200000286102295,3.130000114440918,3.2100000381469727,272600,0,0,-0.05029587885740794,0.0062695863848794,,0.469773556674956,32.87595158355224,RBBN
2022-03-25 00:00:00-04:00,3.2100000381469727,3.2200000286102295,3.119999885559082,3.190000057220459,228300,0,0,-0.047761149840885864,0.009493661574342616,,0.3934310454471477,32.452308483798184,RBBN
2022-03-28 00:00:00-04:00,3.180000066757202,3.2100000381469727,3.119999885559082,3.180000066757202,289600,0,0,-0.030487776068545913,0.04605266666478447,,0.49906977994522106,32.22868414637737,RBBN
2022-03-29 00:00:00-04:00,3.2300000190734863,3.299999952316284,3.200000047683716,3.2699999809265137,303900,0,0,-0.015060226904115348,0.1275861632384543,,0.5237130736372676,36.47163812197572,RBBN
2022-03-30 00:00:00-04:00,3.2699999809265137,3.2699999809265137,3.119999885559082,3.130000114440918,236400,0,0,-0.018808759154637977,0.05387208225232176,,0.4073898341818034,33.009592579937355,RBBN
2022-03-31 00:00:00-04:00,3.140000104904175,3.1700000762939453,3.059999942779541,3.0899999141693115,394300,0,0,-0.03738321574816339,0.06920408373887188,,0.6795000491450299,32.07282060585347,RBBN
2022-04-01 00:00:00-04:00,3.0999999046325684,3.1600000858306885,3.0899999141693115,3.119999885559082,289600,0,0,-0.02194362708644282,0.09090909090909083,,0.49906977994522106,33.594904151923764,RBBN
2022-04-04 00:00:00-04:00,3.130000114440918,3.190000057220459,3.0899999141693115,3.180000066757202,259900,0,0,0.0,0.08904109029793172,,0.4478875545848168,36.65223616368517,RBBN
2022-04-05 00:00:00-04:00,3.180000066757202,3.2100000381469727,3.0399999618530273,3.0799999237060547,341900,0,0,-0.058103993372692564,0.07317074791662037,,0.5891987491825659,33.854597667332484,RBBN
2022-04-06 00:00:00-04:00,3.0299999713897705,3.0899999141693115,2.9700000286102295,3.049999952316284,305300,0,0,-0.02555915629380845,0.04452050432386789,,0.5261257037889364,33.03982992778358,RBBN
2022-04-07 00:00:00-04:00,3.049999952316284,3.069999933242798,2.990000009536743,3.049999952316284,338500,0,0,-0.012944971833043106,0.030405376016702235,,0.5833395045285129,33.03982992778358,RBBN
2022-04-08 00:00:00-04:00,3.0199999809265137,3.0899999141693115,2.950000047683716,3.009999990463257,231600,0,0,-0.035256377926473514,0.027303727605233474,,0.3991179593760815,31.854353121562397,RBBN
2022-04-11 00:00:00-04:00,2.990000009536743,3.049999952316284,2.9200000762939453,3.0,238400,0,0,-0.05660379338946264,0.06761568010301033,,0.4108364486841875,31.549582176007814,RBBN
2022-04-12 00:00:00-04:00,3.049999952316284,3.059999942779541,2.9800000190734863,3.009999990463257,232200,0,0,-0.02272725161582778,0.0066889568102752595,,0.40015194372679674,32.247675771800566,RBBN
2022-04-13 00:00:00-04:00,3.009999990463257,3.1600000858306885,3.0,3.109999895095825,340900,0,0,0.0196721126942887,-0.0932945088726812,,0.5874754419313738,38.952537842020234,RBBN
2022-04-14 00:00:00-04:00,3.130000114440918,3.1500000953674316,3.0799999237060547,3.109999895095825,219100,0,0,0.0196721126942887,-0.07988171899507557,,0.3775766187361807,38.952537842020234,RBBN
2022-04-18 00:00:00-04:00,3.0899999141693115,3.1700000762939453,3.0399999618530273,3.119999885559082,146000,0,0,0.036544815762240335,-0.06865672406600054,,0.25160285867404103,39.645240005372294,RBBN
2022-04-19 00:00:00-04:00,3.109999895095825,3.25,3.109999895095825,3.2200000286102295,172200,0,0,0.07333334287007642,-0.018292665641127526,,0.29675350865527306,46.217377268950415,RBBN
2022-04-20 00:00:00-04:00,3.25,3.2699999809265137,3.200000047683716,3.2100000381469727,124000,0,0,0.06644519877654043,-0.0331324991890537,,0.21369009914781567,45.68167831626472,RBBN
2022-04-21 00:00:00-04:00,3.259999990463257,3.2799999713897705,3.119999885559082,3.130000114440918,167500,0,0,0.006430938913094986,-0.018808759154637977,,0.28865396457467035,41.53409670081093,RBBN
2022-04-22 00:00:00-04:00,3.119999885559082,3.1700000762939453,3.0799999237060547,3.0999999046325684,153500,0,0,-0.0032154311255848667,-0.03426795395862481,,0.2645276630579815,40.065042237525844,RBBN
2022-04-25 00:00:00-04:00,3.049999952316284,3.069999933242798,2.990000009536743,3.069999933242798,247200,0,0,-0.016025626330215204,-0.037617593048641096,,0.42600155249467764,38.594949160536046,RBBN
2022-04-26 00:00:00-04:00,3.0199999809265137,3.0999999046325684,3.009999990463257,3.0399999618530273,254300,0,0,-0.05590064135337636,-0.04402518929722532,,0.4382370339781413,37.12783621116871,RBBN
2022-04-27 00:00:00-04:00,3.009999990463257,3.0999999046325684,2.9700000286102295,3.049999952316284,294600,0,0,-0.04984426290631794,-0.06727829660350493,,0.5076863162011814,37.97422269884774,RBBN
2022-04-28 00:00:00-04:00,3.2100000381469727,3.4700000286102295,3.180000066757202,3.299999952316284,403000,0,0,0.05431304525870018,0.05431304525870018,,0.6944928222304009,54.474469374000215,RBBN
2022-04-29 00:00:00-04:00,3.309999942779541,3.4600000381469727,3.2899999618530273,3.450000047683716,639400,0,0,0.1129032754253041,0.11650490081362475,,1.1018826564122042,61.15209456845195,RBBN
2022-05-02 00:00:00-04:00,3.450000047683716,3.5799999237060547,3.380000114440918,3.5,373700,0,0,0.14006517137054098,0.1217949129420639,,0.6439999197704734,63.095269075326414,RBBN
2022-05-03 00:00:00-04:00,3.5,3.569999933242798,3.430000066757202,3.450000047683716,201900,0,0,0.13486845097878675,0.0849056525969969,,0.3479357340156773,59.87019599939608,RBBN
2022-05-04 00:00:00-04:00,3.450000047683716,3.6500000953674316,3.3499999046325684,3.640000104904175,272700,0,0,0.19344267600392007,0.18181824515251677,,0.46994588740007526,66.8122686410078,RBBN
2022-05-05 00:00:00-04:00,3.549999952316284,3.569999933242798,3.2899999618530273,3.319999933242798,254400,0,0,0.006060600368335001,0.08852458529432616,,0.43840936470326053,50.85560463769514,RBBN
