Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,weekly change,monthly change,yearly change,relative_vol,rsi,symbol,sma50,sma200
2022-03-31 00:00:00-04:00,3.140000104904175,3.140000104904175,2.450000047683716,3.0899999141693115,4933300,0,0,,,,5.365474998626536,,RVSN,,
2022-04-01 00:00:00-04:00,2.609999895095825,2.7899999618530273,2.450000047683716,2.7200000286102295,2170900,0,0,,,,2.361078725096456,,RVSN,,
2022-04-04 00:00:00-04:00,2.5899999141693115,2.5899999141693115,2.1710000038146973,2.440000057220459,1675000,0,0,,,,1.8217360838991037,,RVSN,,
2022-04-05 00:00:00-04:00,2.3499999046325684,2.75,2.299999952316284,2.5299999713897705,1881000,0,0,,,,2.045782432127889,,RVSN,,
2022-04-06 00:00:00-04:00,2.450000047683716,2.5899999141693115,2.359999895095825,2.450000047683716,941800,0,0,,,,1.0243051007857766,,RVSN,,
2022-04-07 00:00:00-04:00,2.4000000953674316,2.5199999809265137,2.2100000381469727,2.25,657900,0,0,-0.27184463996826025,,,0.7155344296102808,,RVSN,,
2022-04-08 00:00:00-04:00,2.180000066757202,2.240000009536743,1.8799999952316284,2.119999885559082,2021200,0,0,-0.2205882855662007,,,2.1982644613593245,,RVSN,,
2022-04-11 00:00:00-04:00,2.0799999237060547,2.4200000762939453,1.909999966621399,2.119999885559082,2381500,0,0,-0.1311476082610863,,,2.590128050033263,,RVSN,,
2022-04-12 00:00:00-04:00,2.0999999046325684,2.2899999618530273,2.009999990463257,2.0999999046325684,1081400,0,0,-0.16996050261652618,,,1.176134567837905,,RVSN,,
2022-04-13 00:00:00-04:00,2.049999952316284,2.171999931335449,1.8799999952316284,2.009999990463257,818100,0,0,-0.1795918565946334,,,0.8897685314852876,,RVSN,,
2022-04-14 00:00:00-04:00,2.0299999713897705,2.109999895095825,1.6100000143051147,1.649999976158142,813600,0,0,-0.26666667726304794,,,0.8848743151404841,,RVSN,,
2022-04-18 00:00:00-04:00,1.5299999713897705,1.649999976158142,1.4199999570846558,1.440000057220459,366300,0,0,-0.32075465332362263,,,0.39838921046701,,RVSN,,
2022-04-19 00:00:00-04:00,1.4199999570846558,1.5199999809265137,1.4199999570846558,1.4500000476837158,270800,0,0,-0.31603767643538117,,,0.2945230635939566,,RVSN,,
2022-04-20 00:00:00-04:00,1.4500000476837158,1.4700000286102295,1.3600000143051147,1.3799999952316284,170700,0,0,-0.342857115284925,,,0.1856539400128818,,RVSN,,
2022-04-21 00:00:00-04:00,1.399999976158142,1.4049999713897705,1.2949999570846558,1.2999999523162842,170000,0,0,-0.3532338515003349,,,0.1848926174703568,5.02512141377681,RVSN,,
2022-04-22 00:00:00-04:00,1.2999999523162842,1.3279999494552612,1.190000057220459,1.2599999904632568,178400,0,0,-0.2363636311092323,,,0.19402848798065678,4.91864900811363,RVSN,,
2022-04-25 00:00:00-04:00,1.2400000095367432,1.340000033378601,1.2000000476837158,1.309999942779541,66600,0,0,-0.09027785366331786,,,0.07243440190309272,7.555386029620364,RVSN,,
2022-04-26 00:00:00-04:00,1.2400000095367432,1.4500000476837158,1.2400000095367432,1.350000023841858,313300,0,0,-0.0689655314160863,,,0.3407462179615458,9.71250957659861,RVSN,,
2022-04-27 00:00:00-04:00,1.350000023841858,1.590000033378601,1.2799999713897705,1.340000033378601,3494900,0,0,-0.028985479703797723,,,3.8010659341008823,9.651873870117662,RVSN,,
2022-04-28 00:00:00-04:00,1.2599999904632568,1.3300000429153442,1.215000033378601,1.2699999809265137,353600,0,0,-0.02307690191550993,,,0.38457664433834216,9.21804421853494,RVSN,,
2022-04-29 00:00:00-04:00,1.2380000352859497,1.2799999713897705,1.2380000352859497,1.2400000095367432,58200,0,0,-0.01587300085546861,-0.598705487385072,,0.06329853139279273,9.030701744282952,RVSN,,
2022-05-02 00:00:00-04:00,1.1799999475479126,1.309999942779541,1.1799999475479126,1.2899999618530273,177100,0,0,-0.015267161679471508,-0.5257353131308067,,0.19261460325882465,12.232291326397664,RVSN,,
2022-05-03 00:00:00-04:00,1.274999976158142,1.4299999475479126,1.2200000286102295,1.350000023841858,1407000,0,0,0.0,-0.44672131467909937,,1.5302583104752472,16.05046686614218,RVSN,,
2022-05-04 00:00:00-04:00,2.2699999809265137,2.549999952316284,2.0,2.1600000858306885,146959600,0,0,0.6119403224077429,-0.14624501570876902,,159.83379474350969,48.5751099222552,RVSN,,
2022-05-05 00:00:00-04:00,1.909999966621399,2.059999942779541,1.6100000143051147,2.009999990463257,6236400,0,0,0.5826771816145107,-0.1795918565946334,,6.78273129171843,45.09112332987068,RVSN,,
2022-05-06 00:00:00-04:00,1.9299999475479126,1.9589999914169312,1.6299999952316284,1.7400000095367432,1343900,0,0,0.4032258033504348,-0.22666666242811417,,1.4616305212847793,39.58717803265087,RVSN,,
2022-05-09 00:00:00-04:00,1.5299999713897705,1.7400000095367432,1.3899999856948853,1.399999976158142,554300,0,0,0.08527133144027754,-0.3396226171073887,,0.602858693316581,33.9648890547447,RVSN,,
2022-05-10 00:00:00-04:00,1.4500000476837158,1.4600000381469727,1.2000000476837158,1.2599999904632568,627400,0,0,-0.06666669021418026,-0.4056603497735698,,0.6823625188288345,31.952564376282318,RVSN,,
2022-05-11 00:00:00-04:00,1.159999966621399,1.2300000190734863,1.0700000524520874,1.100000023841858,384000,0,0,-0.490740749938988,-0.4761904410494142,,0.41763979475657065,29.780948711554885,RVSN,,
2022-05-12 00:00:00-04:00,0.9599999785423279,1.440000057220459,0.9599999785423279,1.340000033378601,1652200,0,0,-0.3333333135639651,-0.3333333135639651,,1.7969387210854324,36.72748624171975,RVSN,,
2022-05-13 00:00:00-04:00,1.3200000524520874,1.3700000047683716,1.2799999713897705,1.3200000524520874,214100,0,0,-0.24137928435786404,-0.19999995665116677,,0.23285593764943172,36.404288009713596,RVSN,,
2022-05-16 00:00:00-04:00,1.2999999523162842,1.3200000524520874,1.1799999475479126,1.1799999475479126,171500,0,0,-0.15714288025486267,-0.18055562454241014,,0.18652402291862466,34.139544826454596,RVSN,,
2022-05-17 00:00:00-04:00,1.190000057220459,1.3700000047683716,1.1449999809265137,1.190000057220459,382700,0,0,-0.05555550299414003,-0.17931033235384408,,0.4162259100347385,34.45321907961241,RVSN,,
2022-05-18 00:00:00-04:00,1.1799999475479126,1.277999997138977,1.149999976158142,1.2300000190734863,185400,0,0,0.11818181128541316,-0.10869563527278503,,0.20164171340590675,35.7709452549822,RVSN,,
