timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 05:00:00+00:00,56.89,57.19,56.47,56.88,14739,276,56.959631,,,,0.7073412855848981,,BNRE
2022-02-17 05:00:00+00:00,56.91,56.91,55.19,55.19,8728,209,55.970034,,,,0.41886659478831606,,BNRE
2022-02-18 05:00:00+00:00,55.11,55.4,53.72,53.72,15271,318,54.549661,,,,0.7328725674853774,,BNRE
2022-02-22 05:00:00+00:00,53.72,54.33,53.53,54.04,18826,503,53.942751,,,,0.9034810395835058,,BNRE
2022-02-23 05:00:00+00:00,54.45,54.45,52.83,52.83,9170,221,53.324989,,,,0.44007867486352636,,BNRE
2022-02-24 05:00:00+00:00,51.35,54.25,51.35,54.25,79393,1087,53.123709,-0.04623769338959216,,,3.8101598945954143,,BNRE
2022-02-25 05:00:00+00:00,54.6,55.51,53.64,55.44,13619,337,54.804946,0.004529806124297986,,,0.6535912184259941,,BNRE
2022-02-28 05:00:00+00:00,54.59,55.3,54.55,55.3,11787,296,54.948978,0.02941176470588225,,,0.5656714657160726,,BNRE
2022-03-01 05:00:00+00:00,55.1,55.1,53.63,54.21,7993,224,54.302289,0.003145817912657334,,,0.38359311321528533,,BNRE
2022-03-02 05:00:00+00:00,55.42,55.94,54.87,55.49,20762,289,55.41993,0.050350179822070906,,,0.9963918699581826,,BNRE
2022-03-03 05:00:00+00:00,55.23,55.35,54.62,54.63,5954,245,54.826171,0.007004608294930881,,,0.2857391963072449,,BNRE
2022-03-04 05:00:00+00:00,54.03,54.49,53.57,54.49,11084,363,54.061421,-0.017135642135642004,,,0.5319337003475819,,BNRE
2022-03-07 05:00:00+00:00,54.06,54.67,52.76,52.94,12387,306,53.220644,-0.04267631103074143,,,0.5944661445511997,,BNRE
2022-03-08 05:00:00+00:00,52.94,54.07,52.69,52.74,23936,521,53.250482,-0.027116768123962354,,,1.1487157209960053,,BNRE
2022-03-09 05:00:00+00:00,53.97,55.1,53.97,54.74,5940,213,54.533818,-0.01351594881960716,,,0.2850673204677586,42.651098901098905,BNRE
2022-03-10 05:00:00+00:00,54.41,54.62,53.62,54.58,8108,232,54.103049,-0.0009152480322167644,,,0.38911209332535135,42.15225563909774,BNRE
2022-03-11 05:00:00+00:00,55.04,55.04,54.015,54.05,20602,340,54.405318,-0.008074876124059549,,,0.988713288935482,40.46398112305485,BNRE
2022-03-14 04:00:00+00:00,53.96,54.34,52.31,52.58,11227,249,53.061862,-0.006800151114469188,,,0.5387964321366205,36.140420121321284,BNRE
2022-03-15 04:00:00+00:00,52.6,53.35,52.59,53.27,38164,577,52.98305,0.01004929844520297,,,1.8315335384396534,39.41284710786655,BNRE
2022-03-16 04:00:00+00:00,54.8,55.2,53.66,54.96,19085,401,54.604416,0.004018998903909443,,,0.9159107426140023,46.627036258762885,BNRE
2022-03-17 04:00:00+00:00,54.54,55.93,54.54,55.88,13505,286,55.445574,0.02381824844265301,-0.017580872011251802,,0.64812022944732,50.10968019243656,BNRE
2022-03-18 04:00:00+00:00,55.88,57.26,55.2,56.37,24639,326,56.33034,0.042923219241443045,0.021380684906685987,,1.1824534863644958,51.90954376874974,BNRE
2022-03-21 04:00:00+00:00,56.46,56.64,55.95,56.57,13879,338,56.342156,0.07588436667934584,0.053052866716306823,,0.6660689125878825,52.66024632248223,BNRE
2022-03-22 04:00:00+00:00,56.85,57.49,56.85,57.29,12903,223,57.222049,0.07546461422939732,0.060140636565507055,,0.619229568349409,55.36173696260018,BNRE
2022-03-23 04:00:00+00:00,57.17,57.17,55.93,56.05,8804,298,56.576475,0.0198326055312954,0.06095021767934883,,0.42251392077409883,50.06304572781682,BNRE
2022-03-24 04:00:00+00:00,56.18,56.92,56.04,56.84,32128,463,56.691811,0.01717967072297788,0.04774193548387107,,1.5418590693582743,53.14020103491891,BNRE
2022-03-25 04:00:00+00:00,57.14,57.43,56.56,57.33,16614,417,57.006324,0.01703033528472586,0.03409090909090917,,0.7973246569446704,54.99272467938944,BNRE
2022-03-28 04:00:00+00:00,57.04,57.76,57.0,57.76,36452,706,57.410937,0.021035884744564193,0.04448462929475583,,1.7493727214967572,56.61368780190441,BNRE
2022-03-29 04:00:00+00:00,58.37,59.03,58.18,58.79,23530,825,58.652517,0.02618257985686867,0.08448625714812752,,1.1292313216509025,60.30188202302734,BNRE
2022-03-30 04:00:00+00:00,58.8,58.8,58.0,58.2,23406,739,58.245759,0.03835860838537042,0.04883762840151373,,1.1232804213583096,57.29723025852238,BNRE
