timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 05:00:00+00:00,39.49,40.12,38.88,39.19,325096,3657,39.428362,,,,1.1823366796053791,,ARGO
2022-02-17 05:00:00+00:00,39.19,39.19,37.66,37.74,170185,3045,37.969076,,,,0.6189432285190881,,ARGO
2022-02-18 05:00:00+00:00,37.56,38.37,37.56,38.15,163013,3320,38.101827,,,,0.5928594912041726,,ARGO
2022-02-22 05:00:00+00:00,38.2,38.2,36.75,37.5,225952,3655,37.424896,,,,0.8217613795008079,,ARGO
2022-02-23 05:00:00+00:00,36.86,38.98,36.37,38.7,365722,5692,38.298548,,,,1.3300887588239734,,ARGO
2022-02-24 05:00:00+00:00,38.28,42.545,38.28,42.24,403634,6155,41.369244,0.07782597601428942,,,1.4679703328734823,,ARGO
2022-02-25 05:00:00+00:00,42.02,42.4,40.33,42.06,333499,5919,41.80565,0.11446740858505566,,,1.2128974220283066,,ARGO
2022-02-28 05:00:00+00:00,41.45,42.38,40.96,42.17,367381,3936,41.960019,0.10537352555701185,,,1.3361223505982964,,ARGO
2022-03-01 05:00:00+00:00,41.66,42.26,40.25,41.02,332210,5591,40.96737,0.09386666666666676,,,1.208209477605701,,ARGO
2022-03-02 05:00:00+00:00,40.95,42.84,40.95,42.0,337213,4872,42.052368,0.0852713178294573,,,1.2264048119317639,,ARGO
2022-03-03 05:00:00+00:00,42.04,42.43,41.23,42.35,360436,4907,42.070905,0.0026041666666667407,,,1.3108641861180834,,ARGO
2022-03-04 05:00:00+00:00,41.74,42.68,41.65,42.3,171876,3400,42.229445,0.005706134094151105,,,0.625093200604911,,ARGO
2022-03-07 05:00:00+00:00,41.79,42.19,40.49,40.84,397413,6588,41.022908,-0.03153900877400995,,,1.4453452729409546,,ARGO
2022-03-08 05:00:00+00:00,40.85,41.28,39.85,39.88,351236,6103,40.400679,-0.027791321306679717,,,1.2774048465618617,,ARGO
2022-03-09 05:00:00+00:00,40.83,42.18,40.63,41.71,362585,5034,41.564457,-0.006904761904761858,,,1.3186798514122486,58.798882681564265,ARGO
2022-03-10 05:00:00+00:00,40.96,42.18,40.92,41.7,754382,6637,41.633925,-0.015348288075560768,,,2.7436003796849704,58.754696725711256,ARGO
