timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi
2022-02-15 05:00:00+00:00,26.99,27.7,26.33,27.48,854594,9034,26.970083,,,,1.723396255484338,
2022-02-16 05:00:00+00:00,27.37,28.31,26.595,28.15,919162,11018,27.790042,,,,1.8536057461010669,
2022-02-17 05:00:00+00:00,25.05,25.05,18.88,20.18,6262824,29010,19.95003,,,,12.629772067622104,
2022-02-18 05:00:00+00:00,20.11,21.24,19.37,20.35,1544194,13880,20.421669,,,,3.1140613640411496,
2022-02-22 05:00:00+00:00,19.775,21.53,19.66,21.25,1187308,12473,20.850049,,,,2.3943558710997253,
2022-02-23 05:00:00+00:00,21.16,21.61,20.13,20.24,704532,9167,20.54623,-0.26346433770014566,,,1.4207773640686592,
2022-02-24 05:00:00+00:00,19.23,22.1,19.01,22.0,1011052,11208,20.910953,-0.21847246891651861,,,2.038913485116852,
2022-02-25 05:00:00+00:00,21.63,21.91,20.53,21.77,572043,6946,21.354878,0.07879088206144691,,,1.1535966367374768,
2022-02-28 05:00:00+00:00,21.34,21.69,20.05,20.16,1402705,12608,20.455743,-0.009336609336609403,,,2.8287310050727696,
2022-03-01 05:00:00+00:00,20.22,20.8,19.865,20.05,979425,9782,20.256152,-0.05647058823529405,,,1.975133662918003,
2022-03-02 05:00:00+00:00,20.0,20.135,19.25,19.75,536378,6346,19.794993,-0.02420948616600782,,,1.0816736798107387,
2022-03-03 05:00:00+00:00,19.81,19.95,18.33,18.75,1771081,10544,18.69319,-0.1477272727272727,,,3.5716075277376826,
2022-03-04 05:00:00+00:00,17.03,18.4,17.03,17.65,1343629,18879,17.709826,-0.1892512632062472,,,2.709596823006206,
2022-03-07 05:00:00+00:00,17.68,18.3,17.06,17.73,924602,13449,17.76059,-0.1205357142857143,,,1.8645761901128841,
2022-03-08 05:00:00+00:00,17.32,18.3,17.195,17.8,1079593,11132,17.722088,-0.11221945137157108,,,2.1771350297885346,21.495877502944648
2022-03-09 05:00:00+00:00,18.19,18.76,18.01,18.25,460547,5217,18.388995,-0.07594936708860756,,,0.928750933512926,23.674242424242426
2022-03-10 05:00:00+00:00,17.88,18.249,17.46,17.96,204970,4009,17.860159,-0.042133333333333245,,,0.4133477774084826,23.226940924623392
2022-03-11 05:00:00+00:00,17.88,18.35,16.97,16.99,455534,6024,17.307438,-0.0373937677053825,,,0.9186415886910071,21.746879844942683
2022-03-14 04:00:00+00:00,16.98,17.19,16.2,16.78,682193,10221,16.642722,-0.05358150028200781,,,1.3757279617193978,21.428524507893606
2022-03-15 04:00:00+00:00,16.91,17.48,16.9,17.12,513204,6571,17.151775,-0.038202247191011174,,,1.0349403949706928,23.384116717495274
2022-03-16 04:00:00+00:00,17.31,18.2,17.2,18.15,551656,6027,17.966764,-0.005479452054794609,-0.3395196506550219,,1.1124836878277498,29.138107079444413
2022-03-17 04:00:00+00:00,17.8,18.99,17.8,18.73,630831,7918,18.64301,0.042873051224944225,-0.3346358792184724,,1.27215003059165,32.22482142316686
2022-03-18 04:00:00+00:00,18.63,19.3025,18.51,18.83,889825,8945,18.972121,0.10829899941141852,-0.06689791873141726,,1.794443996841016,32.76858812821495
2022-03-21 04:00:00+00:00,18.63,19.4,18.5071,19.04,409739,6430,19.000741,0.13468414779499382,-0.06437346437346447,,0.8262902130437345,33.9667312955426
2022-03-22 04:00:00+00:00,18.99,20.0,18.99,19.82,494026,5726,19.761916,0.15771028037383172,-0.06729411764705884,,0.9962655465775627,38.36067368674223
2022-03-23 04:00:00+00:00,19.4988,19.69,18.91,18.97,405819,5085,19.177432,0.04517906336088151,-0.06274703557312256,,0.8183850401528663,35.58203931025408
2022-03-24 04:00:00+00:00,18.9,19.4,18.355,19.33,387946,5012,19.110524,0.03203416978109974,-0.12136363636363645,,0.7823418883471298,37.6422143540787
2022-03-25 04:00:00+00:00,19.43,19.43,18.39,18.84,316253,4778,18.778023,0.0005310674455656361,-0.1345888837850252,,0.6377639393509531,35.95661553246546
2022-03-28 04:00:00+00:00,18.75,19.42,18.67,19.23,516115,7290,19.153955,0.00997899159663862,-0.04613095238095233,,1.0408107924924574,38.323893287292144
2022-03-29 04:00:00+00:00,19.4,20.36,19.11,20.36,1111311,8034,19.763326,0.02724520686175569,0.015461346633416362,,2.2410983649294933,44.70188287823928
2022-03-30 04:00:00+00:00,19.39,20.06,19.28,19.9,1135666,11589,19.780153,0.04902477596204524,0.007594936708860578,,2.290213284765487,42.76322413591839
2022-03-31 04:00:00+00:00,20.01,20.105,19.7,19.74,286949,3563,19.894046,0.021210553543714372,0.05279999999999996,,0.5786687387402385,42.079636242131876
