timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi
2022-02-15 05:00:00+00:00,119.24,122.7,119.24,121.77,1450602,18072,121.723725,,,,1.06443072030376,
2022-02-16 05:00:00+00:00,121.78,124.07,121.07,124.04,952000,13365,122.834602,,,,0.6985638002216868,
2022-02-17 05:00:00+00:00,123.54,124.58,121.235,121.63,1103500,15866,122.389648,,,,0.8097323041435205,
2022-02-18 05:00:00+00:00,121.57,123.02,120.62,120.72,975476,16860,121.453367,,,,0.7157901487237922,
2022-02-22 05:00:00+00:00,119.83,122.19,119.43,120.71,890029,10734,120.978311,,,,0.6530903787263737,
2022-02-23 05:00:00+00:00,121.07,123.09,119.95,119.99,1141946,16106,120.668009,-0.014617721934795158,,,0.837943421647011,
2022-02-24 05:00:00+00:00,116.89,118.72,115.82,117.99,1131623,17928,117.571895,-0.04877458884230901,,,0.8303685538847332,
2022-02-25 05:00:00+00:00,118.41,123.1,117.985,122.57,1898251,13661,120.728349,0.007728356490997346,,,1.3929090675783795,
2022-02-28 05:00:00+00:00,120.23,122.82,120.04,122.67,3565209,16436,122.356499,0.01615308151093431,,,2.6160986844795797,
2022-03-01 05:00:00+00:00,122.5,124.3,118.79,119.02,1922724,15478,119.735454,-0.01400049705906714,,,1.4108670002284063,
2022-03-02 05:00:00+00:00,119.33,123.21,119.02,122.09,2451588,13664,122.049217,0.017501458454871388,,,1.7989397372456775,
2022-03-03 05:00:00+00:00,122.74,124.19,121.55,122.51,2044331,11794,122.738826,0.03830833121450983,,,1.500100454066178,
2022-03-04 05:00:00+00:00,120.06,124.465,119.43,124.32,1461470,16207,122.526711,0.014277555682467247,,,1.0724055011659546,
2022-03-07 05:00:00+00:00,124.3,127.15,122.1,122.66,1881448,24214,124.111754,-8.151952392598805e-05,,,1.3805792697473658,
2022-03-08 05:00:00+00:00,122.95,124.26,116.16,116.83,1765535,20636,118.203489,-0.018400268862376,,,1.2955239905718445,41.6100543478261
