timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 05:00:00+00:00,64.84,67.01,64.82,66.54,1837594,20191,66.509475,,,,1.5334176556173367,,AER
2022-02-17 05:00:00+00:00,66.31,67.25,65.13,65.55,1118085,16551,65.736247,,,,0.9330087492018965,,AER
2022-02-18 05:00:00+00:00,66.0,67.2,64.96,65.77,1321720,16652,65.897565,,,,1.1029361130818593,,AER
2022-02-22 05:00:00+00:00,65.3,65.98,63.5475,63.97,2080232,19284,64.547038,,,,1.7358918654393534,,AER
2022-02-23 05:00:00+00:00,64.87,65.76,63.23,63.3,1989374,19539,63.897409,,,,1.660073560985769,,AER
2022-02-24 05:00:00+00:00,61.24,62.32,58.54,61.24,3462378,34401,60.570513,-0.07965133754132858,,,2.889251682156691,,AER
2022-02-25 05:00:00+00:00,61.68,64.16,61.135,62.81,2387177,29863,63.012999,-0.04180015255530123,,,1.9920283582138527,,AER
2022-02-28 05:00:00+00:00,57.35,59.26,52.47,54.43,25021918,101165,54.803636,-0.17241903603466624,,,20.880047953252586,,AER
2022-03-01 05:00:00+00:00,54.0,55.04,51.64,52.9,3691338,37933,52.834291,-0.17304986712521497,,,3.0803120069238297,,AER
2022-03-02 05:00:00+00:00,53.78,55.61,52.37,54.22,2626932,28414,54.375991,-0.1434439178515008,,,2.192096790099533,,AER
2022-03-03 05:00:00+00:00,54.01,54.1,50.45,51.51,2370668,29965,51.384822,-0.1588830829523188,,,1.978252087679346,,AER
2022-03-04 05:00:00+00:00,50.15,50.5,46.76,47.66,3830201,32275,47.67744,-0.24120362999522382,,,3.1961890591519007,,AER
2022-03-07 05:00:00+00:00,47.285,47.73,43.75,43.89,3441222,35930,44.83401,-0.193643211464266,,,2.8715976280390567,,AER
2022-03-08 05:00:00+00:00,45.48,50.05,45.2,48.63,4099069,37353,48.115699,-0.0807183364839319,,,3.420551425501879,,AER
2022-03-09 05:00:00+00:00,50.88,51.94,48.65,49.01,2726188,26164,49.744411,-0.09609000368867582,,,2.274922976311479,24.2130038246543,AER
2022-03-10 05:00:00+00:00,47.48,49.49,47.48,49.45,1653316,18800,48.686081,-0.03999223451756928,,,1.3796431337469715,25.255005245184474,AER
2022-03-11 05:00:00+00:00,50.27,52.1,50.22,51.0,1458078,21804,51.221452,0.07007973143096935,,,1.2167228171550488,28.960427140803397,AER
2022-03-14 04:00:00+00:00,51.51,51.71,50.45,50.99,1210165,17523,50.990121,0.16176805650489867,,,1.0098467763881216,28.95045556178633,AER
2022-03-15 04:00:00+00:00,51.57,52.599,51.21,52.0,1792567,22657,51.837471,0.06929878675714574,,,1.495843960459711,31.515286094291838,AER
2022-03-16 04:00:00+00:00,52.8,54.85,52.33,54.13,2097983,22939,53.866391,0.10446847582126106,,,1.7507045481129273,36.70462757412909,AER
2022-03-17 04:00:00+00:00,52.99,55.13,52.99,54.76,1156219,14477,54.672557,0.107381193124368,-0.1770363691012926,,0.9648304404347322,38.19631759923184,AER
2022-03-18 04:00:00+00:00,54.2,55.22,53.59,54.58,1445372,17869,54.617015,0.07019607843137243,-0.1673531655225019,,1.2061200372524838,37.92133394999009,AER
2022-03-21 04:00:00+00:00,54.32,54.62,53.67,54.22,1771266,14804,54.132195,0.06334575406942533,-0.1756119811464193,,1.4780689081454865,37.342303820725114,AER
2022-03-22 04:00:00+00:00,54.44,57.15,54.08,56.54,1450105,17762,56.07883,0.08730769230769231,-0.11614819446615599,,1.2100695852832442,43.34599494666443,AER
2022-03-23 04:00:00+00:00,55.95,56.0,54.49,54.63,1651571,15394,54.814513,0.009237021984112248,-0.13696682464454968,,1.3781869830362856,39.95199050871348,AER
2022-03-24 04:00:00+00:00,55.02,55.133,54.125,54.52,1484559,15214,54.476871,-0.0043827611395178545,-0.10973220117570215,,1.238820425733659,39.758908466367856,AER
2022-03-25 04:00:00+00:00,54.5,55.18,53.91,54.24,1083428,14881,54.392465,-0.006229388054232232,-0.13644324152205067,,0.9040885112762557,39.23906552912618,AER
2022-03-28 04:00:00+00:00,54.0,54.73,53.01,54.5,2536784,30413,54.127058,0.005164146071560349,0.0012860554841080951,,2.1168709595740784,40.02325425256454,AER
2022-03-29 04:00:00+00:00,55.48,57.175,55.22,56.17,2180138,28503,56.054681,-0.006544039617969566,0.06181474480151228,,1.8192604573601507,44.93877802165299,AER
2022-03-30 04:00:00+00:00,49.8,54.34,49.54,51.44,9622340,113674,52.118221,-0.05839282445542748,-0.05127259313906307,,8.02955715155411,35.951415668468236,AER
2022-03-31 04:00:00+00:00,50.7301,51.57,49.985,50.28,2496796,29110,50.61384,-0.07776962582538516,-0.023878858474082665,,2.0835021603655344,34.14775560420122,AER
2022-04-01 04:00:00+00:00,51.0,51.08,49.75,50.5,1667233,21024,50.389595,-0.06895280235988199,0.05958875367184224,,1.3912564572086428,34.81568593889996,AER
2022-04-04 04:00:00+00:00,50.36,51.47,49.71,51.11,2047498,18707,50.860083,-0.062201834862385286,0.16450216450216448,,1.7085763139415917,36.731870852310614,AER
2022-04-05 04:00:00+00:00,50.66,51.44,49.5,49.55,1837173,16299,49.962658,-0.11785650703222372,0.018918363150318696,,1.533066343612065,33.98076725893182,AER
2022-04-06 04:00:00+00:00,48.75,49.06,47.51,48.54,1160722,17641,48.520769,-0.056376360808709114,-0.009589879616404784,,0.9685880602915912,32.29432466937405,AER
2022-04-07 04:00:00+00:00,48.83,49.28,46.4482,48.86,1988501,18578,47.873552,-0.02824184566428012,-0.01193124368048537,,1.6593450683952655,33.42174044258276,AER
2022-04-08 04:00:00+00:00,48.83,49.96,48.66,49.28,1483162,15449,49.351451,-0.02415841584158418,-0.0337254901960784,,1.237654670694789,34.952729563927775,AER
2022-04-11 04:00:00+00:00,49.1,50.61,48.46,48.56,1498512,16757,49.002334,-0.0498923889649775,-0.04765640321631692,,1.2504637901268976,33.529312383869616,AER
2022-04-12 04:00:00+00:00,49.03,49.73,48.35,48.76,1355508,15165,48.90433,-0.015943491422805267,-0.0623076923076924,,1.1311311962982817,34.329339438536124,AER
