timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi
2022-02-15 05:00:00+00:00,9.96,9.96,9.96,9.96,0,0,0.0,,,,0.0,
2022-02-16 05:00:00+00:00,9.96,9.96,9.96,9.96,0,0,0.0,,,,0.0,
2022-02-17 05:00:00+00:00,9.98,9.99,9.96,9.96,195881,18,9.984942,,,,7.6943915568808485,
2022-02-18 05:00:00+00:00,9.9875,9.99,9.98,9.99,418726,31,9.98567,,,,16.447954620644627,
2022-02-22 05:00:00+00:00,9.98,9.99,9.97,9.99,162989,31,9.979923,,,,6.4023625847552985,
2022-02-23 05:00:00+00:00,9.9861,9.9861,9.96,9.96,5861,7,9.969798,0.0,,,0.23022564166447307,
2022-02-24 05:00:00+00:00,9.96,9.98,9.96,9.98,11400,3,9.979825,0.002008032128514081,,,0.44780281777426945,
2022-02-25 05:00:00+00:00,9.98,9.98,9.98,9.98,4034,50,9.98083,0.002008032128514081,,,0.15845934797380726,
2022-02-28 05:00:00+00:00,9.98,9.98,9.98,9.98,0,0,0.0,-0.0010010010010009784,,,0.0,
2022-03-01 05:00:00+00:00,9.98,9.98,9.98,9.98,0,0,0.0,-0.0010010010010009784,,,0.0,
2022-03-02 05:00:00+00:00,9.98,10.0,9.98,9.99,753658,270,9.98869,0.003012048192771122,,,29.604401406852663,
2022-03-03 05:00:00+00:00,9.99,9.99,9.96,9.96,8515,7,9.988235,-0.002004008016032066,,,0.3344772801182372,
2022-03-04 05:00:00+00:00,9.98,9.9824,9.98,9.9824,1450,8,9.981655,0.00024048096192386126,,,0.05695737594497287,
2022-03-07 05:00:00+00:00,9.99,9.99,9.96,9.96,53221,30,9.989931,-0.002004008016032066,,,2.0905713828740695,
2022-03-08 05:00:00+00:00,9.98,10.0,9.96,10.0,1135149,37,9.964123,0.002004008016031955,,,44.589729894179314,59.76562500000002
2022-03-09 05:00:00+00:00,10.0031,10.0031,10.0031,10.0031,41803,13,10.000039,0.0013113113113112362,,,1.6420615080191039,60.41096902949222
2022-03-10 05:00:00+00:00,10.0031,10.0031,10.0031,10.0031,0,0,0.0,0.004327309236947796,,,0.0,60.41096902949222
2022-03-11 05:00:00+00:00,10.01,10.01,10.01,10.01,101,2,10.010297,0.0027648661644494865,,,0.003967375841684316,61.9849739759747
2022-03-14 04:00:00+00:00,9.995,9.995,9.98,9.98,1100,6,9.986364,0.002008032128514081,,,0.04320904382032424,52.25680846845749
2022-03-15 04:00:00+00:00,9.98,9.98,9.98,9.98,0,0,0.0,-0.0020000000000000018,,,0.0,52.25680846845749
2022-03-16 04:00:00+00:00,9.98,9.98,9.98,9.98,0,0,0.0,-0.002309284121922106,0.002008032128514081,,0.0,52.25680846845749
2022-03-17 04:00:00+00:00,9.98,9.98,9.98,9.98,411,4,9.990122,-0.002309284121922106,0.002008032128514081,,0.01614447000923024,52.256808468457486
2022-03-18 04:00:00+00:00,9.9841,10.03,9.9841,10.03,4200,19,10.018595,0.0019980019980019303,0.007028112449799062,,0.16497998549578347,64.68252955561081
2022-03-21 04:00:00+00:00,10.01,10.01,9.97,9.98,28695,11,9.999789,0.0,-0.0010010010010009784,,1.1271668294765491,50.52210500745269
2022-03-22 04:00:00+00:00,10.01,10.01,10.005,10.005,6000,12,10.009167,0.0025050100200401104,0.0015015015015016342,,0.23568569356540495,55.739570552952344
2022-03-23 04:00:00+00:00,10.01,10.02,10.0018,10.01,271435,1729,10.009951,0.0030060120240480437,0.005020080321284981,,10.662224372154283,56.72250635863566
2022-03-24 04:00:00+00:00,10.04,10.04,10.01,10.01,7400,60,10.252838,0.0030060120240480437,0.0030060120240480437,,0.2906790220639994,56.72250635863567
