timestamp,open,high,low,close,volume,trade_count,vwap,weekly change,monthly change,yearly change,relative_vol,rsi,symbol
2022-02-16 05:00:00+00:00,100.14,101.76,99.48,100.49,726152,14360,100.527879,,,,0.5193814768591315,,CMA
2022-02-17 05:00:00+00:00,99.22,99.65,96.4,96.79,915020,15573,97.466527,,,,0.6544696412812228,,CMA
2022-02-18 05:00:00+00:00,96.4,97.76,95.28,95.86,1191813,21019,96.11916,,,,0.8524463143803392,,CMA
2022-02-22 05:00:00+00:00,95.85,96.85,94.64,95.67,765350,13684,95.779847,,,,0.5474179143128935,,CMA
2022-02-23 05:00:00+00:00,96.3,97.08,93.05,93.45,929541,18228,94.192047,,,,0.6648558117048688,,CMA
2022-02-24 05:00:00+00:00,89.35,91.31,87.35,90.98,1890110,32411,89.473575,-0.09463628221713594,,,1.351904454199965,,CMA
2022-02-25 05:00:00+00:00,91.78,96.0,91.77,95.54,1235220,20365,94.902187,-0.01291455728897617,,,0.8834932463808355,,CMA
2022-02-28 05:00:00+00:00,92.5,95.57,92.49,95.49,1348310,22410,94.946293,-0.0038597955351554747,,,0.9643810649339747,,CMA
2022-03-01 05:00:00+00:00,94.31,94.73,87.135,87.59,2427636,36157,88.827653,-0.08445698756140896,,,1.736370857556537,,CMA
2022-03-02 05:00:00+00:00,89.27,94.82,89.13,93.67,1984122,34283,93.17811,0.0023542001070091523,,,1.4191467001794305,,CMA
2022-03-03 05:00:00+00:00,93.78,94.92,92.34,93.37,1353493,22371,93.309103,0.02626950978236975,,,0.9680882146692379,,CMA
2022-03-04 05:00:00+00:00,90.62,91.12,88.57,90.22,1907183,24220,89.805955,-0.05568348335775597,,,1.3641159470477655,,CMA
2022-03-07 05:00:00+00:00,89.09,90.22,84.44,84.5,1994973,32329,86.303487,-0.11509058540161266,,,1.4269078967407542,,CMA
2022-03-08 05:00:00+00:00,85.79,87.96,83.44,84.49,1652358,27269,85.317897,-0.03539216805571421,,,1.181851924032435,,CMA
2022-03-09 05:00:00+00:00,87.93,89.65,87.49,88.23,1113673,18546,88.379348,-0.05807622504537202,,,0.7965565439166173,35.056070209653846,CMA
2022-03-10 05:00:00+00:00,87.0,89.23,86.42,88.22,1120630,20722,88.073513,-0.055156902645389416,,,0.801532550227292,35.04686914135734,CMA
2022-03-11 05:00:00+00:00,89.17,90.91,87.96,88.04,1487402,24237,89.208394,-0.02416315672799818,,,1.0638668590642537,34.8694594144757,CMA
2022-03-14 04:00:00+00:00,88.59,92.239,88.59,90.8,1489390,23133,90.791579,0.0745562130177515,,,1.065288779510656,39.89368962160871,CMA
2022-03-15 04:00:00+00:00,91.69,92.365,89.72,91.8,1613160,26155,91.480569,0.08651911468812878,,,1.153815486578673,41.65000016277319,CMA
2022-03-16 04:00:00+00:00,93.76,96.37,93.55,95.91,1401516,26668,95.136187,0.08704522271336268,,,1.0024367486720447,48.332312453862535,CMA
2022-03-17 04:00:00+00:00,94.01,94.9225,92.95,94.68,1303194,28600,94.223587,0.0732260258444799,-0.05781669817892321,,0.9321117677207513,46.611907219708925,CMA
2022-03-18 04:00:00+00:00,94.43,95.27,91.64,94.95,4076119,25690,94.641065,0.07848705134029976,-0.019010228329372936,,2.9154511811212616,47.05740113142469,CMA
2022-03-21 04:00:00+00:00,95.96,96.58,93.4,94.36,1094260,21075,94.302586,0.03920704845814971,-0.015647819737116597,,0.7826713620121865,46.1511412755377,CMA
2022-03-22 04:00:00+00:00,95.6,97.52,95.28,96.03,871750,15879,96.012906,0.04607843137254908,0.0037629350893697566,,0.6235206987682301,49.1370432760522,CMA
2022-03-23 04:00:00+00:00,95.1,95.955,93.085,93.37,1163163,19355,93.951193,-0.026483161297049196,-0.0008560727661851564,,0.8319543522126194,44.86930087232488,CMA
